objectid,cl,logradouro,codbairro,bairro,total_transações,uso,principais_tipologias,média_percentual_transferido,média_área_construída,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação,cd_utilizacao,mês_transação
14522249,073429,AVN HENRIQUE DUMONT,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,64,1006826.98,1006826.98,COMPRA E VENDA,2023,01,9
14522250,080499,RUA SA FERREIRA,024,Copacabana                ,5,RESIDENCIAL,APARTAMENTO,95,57.6,357616.322,401892.786,COMPRA E VENDA,2023,01,11
14522251,080648,AVN PRCA ISABEL,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,100,36.666666,338219.793333,338219.793333,COMPRA E VENDA,2023,01,10
14522252,080788,RUA SANTA CLARA,024,Copacabana                ,7,RESIDENCIAL,APARTAMENTO,76.19,67.285714,459207.342857,650994.855714,COMPRA E VENDA,2023,01,4
14522253,080788,RUA SANTA CLARA,024,Copacabana                ,6,RESIDENCIAL,APARTAMENTO,100,87.5,824483.6,824483.6,COMPRA E VENDA,2023,01,7
14522254,080788,RUA SANTA CLARA,024,Copacabana                ,11,RESIDENCIAL,APARTAMENTO,93.93909,77.545454,718018.105454,773230.981818,COMPRA E VENDA,2023,01,10
14522255,080788,RUA SANTA CLARA,024,Copacabana                ,2,RESIDENCIAL,SALA,100,15,94541.54,94541.54,COMPRA E VENDA,2023,01,1
14522256,081885,RUA SIQUEIRA CAMPOS,024,Copacabana                ,8,RESIDENCIAL,APARTAMENTO,100,58.125,542755.76625,542755.76625,COMPRA E VENDA,2023,01,1
14522257,081885,RUA SIQUEIRA CAMPOS,024,Copacabana                ,6,RESIDENCIAL,APARTAMENTO,88.888333,78,756974.143333,812337.08,COMPRA E VENDA,2023,01,8
14522258,081885,RUA SIQUEIRA CAMPOS,024,Copacabana                ,5,RESIDENCIAL,APARTAMENTO,100,46,441950.432,441950.432,COMPRA E VENDA,2023,01,11
14522259,082164,RUA SOUZA LIMA,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,100,192.333333,1805741.343333,1805741.343333,COMPRA E VENDA,2023,01,4
14522260,082248,RUA FELIPE DE OLIVEIRA,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,46,456558.01,456558.01,COMPRA E VENDA,2023,01,8
14522261,082271,LAD DOS TABAJARAS,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,83.333333,69.333333,301020.76,378562.636666,COMPRA E VENDA,2023,01,12
14522262,082784,RUA TONELERO,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,82.5,773786.05,773786.05,COMPRA E VENDA,2023,01,3
14522263,082784,RUA TONELERO,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,96.5,897368.4925,897368.4925,COMPRA E VENDA,2023,01,6
14522264,082784,RUA TONELERO,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,87.5,97.25,731572.28,838328.8175,COMPRA E VENDA,2023,01,9
14522265,084285,RUA GAL AZEVEDO PIMENTEL,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,75,757540.44,757540.44,COMPRA E VENDA,2023,01,3
14522266,085217,RUA ASSIS BRASIL,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,240,2347982.41,2347982.41,COMPRA E VENDA,2023,01,12
14522267,086090,PRC VEREAD ROCHA LEAO,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,100,110,880012,880012,COMPRA E VENDA,2023,01,8
14522268,086405,RUA MTO FRANCISCO BRAGA,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,34.5,349275.16,349275.16,COMPRA E VENDA,2023,01,3
14522269,086405,RUA MTO FRANCISCO BRAGA,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,49,476680.2475,476680.2475,COMPRA E VENDA,2023,01,6
14522270,104935,RUA PROF GASTAO BAHIANA,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,37.5,75,292909.03,701638.81,COMPRA E VENDA,2023,01,7
14522271,104935,RUA PROF GASTAO BAHIANA,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,84,782075.55,782075.55,COMPRA E VENDA,2023,01,10
14522272,064337,RUA ALBERTO DE CAMPOS,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,156,2338546.22,2338546.22,COMPRA E VENDA,2023,01,6
14522273,064691,RUA ALMTE SADOCK DE SA,025,Ipanema                   ,4,RESIDENCIAL,APARTAMENTO,100,137.5,2176055.025,2176055.025,COMPRA E VENDA,2023,01,11
14522274,065284,RUA ANIBAL DE MENDONCA,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,50,260,2963066.18,5926132.36,COMPRA E VENDA,2023,01,10
14522275,066365,RUA BARAO DE JAGUARIPE,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,178.5,3633995.855,3633995.855,COMPRA E VENDA,2023,01,5
14522276,066365,RUA BARAO DE JAGUARIPE,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,161,2828859.06,2828859.06,COMPRA E VENDA,2023,01,8
14522277,066472,RUA BARAO DA TORRE,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,116,1783894.045,1783894.045,COMPRA E VENDA,2023,01,1
14522278,082784,RUA TONELERO,024,Copacabana                ,8,RESIDENCIAL,APARTAMENTO,100,126.875,1126940.78125,1126940.78125,COMPRA E VENDA,2023,01,12
14522279,083949,RUA XAVIER DA SILVEIRA,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,75,135.5,1068400.91,1395357.335,COMPRA E VENDA,2023,01,5
14522280,084293,RUA GAL BARBOSA LIMA,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,125,1037886.225,1037886.225,COMPRA E VENDA,2023,01,4
14522281,085217,RUA ASSIS BRASIL,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,110,1162347.27,1162347.27,COMPRA E VENDA,2023,01,8
14522282,085217,RUA ASSIS BRASIL,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,123,1272253.87,1272253.87,COMPRA E VENDA,2023,01,11
14522283,086405,RUA MTO FRANCISCO BRAGA,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,44.25,409320.67,409320.67,COMPRA E VENDA,2023,01,2
14522284,086405,RUA MTO FRANCISCO BRAGA,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,48.75,444087.04,444087.04,COMPRA E VENDA,2023,01,5
14522285,064337,RUA ALBERTO DE CAMPOS,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,85.333333,993403.33,993403.33,COMPRA E VENDA,2023,01,4
14522286,064337,RUA ALBERTO DE CAMPOS,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,91,751905.36,751905.36,COMPRA E VENDA,2023,01,7
14522287,064337,RUA ALBERTO DE CAMPOS,025,Ipanema                   ,7,RESIDENCIAL,APARTAMENTO,100,118,1822023.474285,1822023.474285,COMPRA E VENDA,2023,01,10
14522288,064691,RUA ALMTE SADOCK DE SA,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,123.5,2312876.075,2312876.075,COMPRA E VENDA,2023,01,2
14522289,064691,RUA ALMTE SADOCK DE SA,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,108.5,1817611.555,1817611.555,COMPRA E VENDA,2023,01,9
14522290,065284,RUA ANIBAL DE MENDONCA,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,106,2019005.71,2019005.71,COMPRA E VENDA,2023,01,11
14522291,066365,RUA BARAO DE JAGUARIPE,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,148.666666,3227475.94,3227475.94,COMPRA E VENDA,2023,01,3
14522292,066365,RUA BARAO DE JAGUARIPE,025,Ipanema                   ,4,RESIDENCIAL,APARTAMENTO,100,119.75,2271369.2,2271369.2,COMPRA E VENDA,2023,01,6
14522293,066365,RUA BARAO DE JAGUARIPE,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,136,2158182.365,2158182.365,COMPRA E VENDA,2023,01,9
14522294,066365,RUA BARAO DE JAGUARIPE,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,109.5,1827001.245,1827001.245,COMPRA E VENDA,2023,01,12
14522295,066472,RUA BARAO DA TORRE,025,Ipanema                   ,6,RESIDENCIAL,APARTAMENTO,100,90.666666,1440227.621666,1440227.621666,COMPRA E VENDA,2023,01,2
14522296,066472,RUA BARAO DA TORRE,025,Ipanema                   ,6,RESIDENCIAL,APARTAMENTO,100,107.166666,1531537.64,1531537.64,COMPRA E VENDA,2023,01,5
14522297,066472,RUA BARAO DA TORRE,025,Ipanema                   ,6,RESIDENCIAL,APARTAMENTO,100,81,1303012.865,1303012.865,COMPRA E VENDA,2023,01,8
14522298,066472,RUA BARAO DA TORRE,025,Ipanema                   ,4,RESIDENCIAL,APARTAMENTO,100,104.75,1651296.9475,1651296.9475,COMPRA E VENDA,2023,01,11
14522299,069542,RUA JANGADEIROS,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,95.333333,1321297.58,1321297.58,COMPRA E VENDA,2023,01,7
14522300,071282,RUA FARME DE AMOEDO,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,128.5,1773595.75,1773595.75,COMPRA E VENDA,2023,01,7
14522301,072819,RUA GOMES CARNEIRO,025,Ipanema                   ,4,RESIDENCIAL,APARTAMENTO,100,56,928778.385,928778.385,COMPRA E VENDA,2023,01,2
14522302,072819,RUA GOMES CARNEIRO,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,196,3401038.07,3401038.07,COMPRA E VENDA,2023,01,5
14522303,072819,RUA GOMES CARNEIRO,025,Ipanema                   ,7,RESIDENCIAL,APARTAMENTO,100,116.285714,1967991.347142,1967991.347142,COMPRA E VENDA,2023,01,8
14522304,072926,RUA GORCEIX,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,38,584836.92,584836.92,COMPRA E VENDA,2023,01,6
14522305,074294,RUA JOANA ANGELICA,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,106.5,2482681.615,2482681.615,COMPRA E VENDA,2023,01,1
14522306,066076,RUA AIRES DE SALDANHA,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,100,67.333333,698861.123333,698861.123333,COMPRA E VENDA,2023,01,3
14522307,066076,RUA AIRES DE SALDANHA,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,44.75,505953.0225,505953.0225,COMPRA E VENDA,2023,01,6
14522308,066514,RUA BARATA RIBEIRO,024,Copacabana                ,16,RESIDENCIAL,APARTAMENTO,100,59.875,556102.029375,556102.029375,COMPRA E VENDA,2023,01,3
14522309,066514,RUA BARATA RIBEIRO,024,Copacabana                ,19,RESIDENCIAL,APARTAMENTO,95.175789,51.421052,455745.304736,481725.532105,COMPRA E VENDA,2023,01,10
14522310,066696,RUA BELFORT ROXO,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,73,698395.11,698395.11,COMPRA E VENDA,2023,01,1
14522311,066696,RUA BELFORT ROXO,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,100,72.666666,701220.796666,701220.796666,COMPRA E VENDA,2023,01,11
14522312,066993,RUA BOLIVAR,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,100,88.333333,899962.086666,899962.086666,COMPRA E VENDA,2023,01,1
14522313,066993,RUA BOLIVAR,024,Copacabana                ,5,RESIDENCIAL,APARTAMENTO,100,110.6,1182612.208,1182612.208,COMPRA E VENDA,2023,01,4
14522314,067207,RUA BULHOES CARVALHO,024,Copacabana                ,6,RESIDENCIAL,APARTAMENTO,100,99,1082317.92,1082317.92,COMPRA E VENDA,2023,01,3
14522315,067207,RUA BULHOES CARVALHO,024,Copacabana                ,7,RESIDENCIAL,APARTAMENTO,100,134.571428,1414655.851428,1414655.851428,COMPRA E VENDA,2023,01,6
14522316,067207,RUA BULHOES CARVALHO,024,Copacabana                ,6,RESIDENCIAL,APARTAMENTO,100,114.833333,1097009.215,1097009.215,COMPRA E VENDA,2023,01,9
14522317,067496,AVN HENRIQUE DODSWORTH,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,216.5,2483849.6,2483849.6,COMPRA E VENDA,2023,01,12
14522318,067991,RUA CARVALHO DE MENDONCA,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,30,312473.18,312473.18,COMPRA E VENDA,2023,01,9
14522319,068403,RUA CINCO DE JULHO,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,100,70.333333,724029.13,724029.13,COMPRA E VENDA,2023,01,9
14522320,068403,RUA CINCO DE JULHO,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,80.25,852127.8125,852127.8125,COMPRA E VENDA,2023,01,12
14522321,068858,RUA CONSTANTE RAMOS,024,Copacabana                ,5,RESIDENCIAL,APARTAMENTO,80,70.2,591084.924,772362.096,COMPRA E VENDA,2023,01,2
14522322,068858,RUA CONSTANTE RAMOS,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,83.333333,106.333333,817792.503333,1108718.936666,COMPRA E VENDA,2023,01,5
14522323,068858,RUA CONSTANTE RAMOS,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,48.25,481797.1325,481797.1325,COMPRA E VENDA,2023,01,8
14522324,068882,AVN N/S DE COPACABANA,024,Copacabana                ,25,RESIDENCIAL,APARTAMENTO,98,60.76,580567.188,587063.072,COMPRA E VENDA,2023,01,4
14522325,068882,AVN N/S DE COPACABANA,024,Copacabana                ,28,RESIDENCIAL,APARTAMENTO,92.607142,71.392857,601927.996785,667870.256428,COMPRA E VENDA,2023,01,7
14522326,068882,AVN N/S DE COPACABANA,024,Copacabana                ,32,RESIDENCIAL,APARTAMENTO,100,75.40625,704446.341875,704446.341875,COMPRA E VENDA,2023,01,10
14522327,068882,AVN N/S DE COPACABANA,024,Copacabana                ,2,RESIDENCIAL,SALA,100,32,198701.995,198701.995,COMPRA E VENDA,2023,01,9
14522328,068882,AVN N/S DE COPACABANA,024,Copacabana                ,3,RESIDENCIAL,SALA,100,46.333333,302846.25,302846.25,COMPRA E VENDA,2023,01,12
14522329,069625,RUA DIAS DA ROCHA,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,100,88.333333,893931.966666,893931.966666,COMPRA E VENDA,2023,01,2
14522330,069625,RUA DIAS DA ROCHA,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,77.776666,118,834909.616666,1158715.693333,COMPRA E VENDA,2023,01,5
14522331,069690,RUA DJALMA ULRICH,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,83.333333,51.333333,487418.73,541615.733333,COMPRA E VENDA,2023,01,4
14522332,069690,RUA DJALMA ULRICH,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,87.5,33.75,277307.6525,338895.6775,COMPRA E VENDA,2023,01,10
14522333,069799,RUA DOMINGOS FERREIRA,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,100,83.333333,994291.706666,994291.706666,COMPRA E VENDA,2023,01,2
14522334,073429,AVN HENRIQUE DUMONT,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,83.333333,92.333333,1093435.763333,1499414.39,COMPRA E VENDA,2023,01,12
14522335,074294,RUA JOANA ANGELICA,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,203,5013557.635,5013557.635,COMPRA E VENDA,2023,01,4
14522336,074666,RUA JOAQUIM NABUCO,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,88.89,155,2371530.226666,2600818.326666,COMPRA E VENDA,2023,01,3
14522337,074666,RUA JOAQUIM NABUCO,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,106.666666,1687477.99,1687477.99,COMPRA E VENDA,2023,01,10
14522338,077495,RUA VINICIUS DE MORAES,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,80.5,1485003.01,1485003.01,COMPRA E VENDA,2023,01,3
14522339,077768,RUA NASCIMENTO SILVA,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,83.333333,67.333333,801873.03,885313.6,COMPRA E VENDA,2023,01,2
14522340,077768,RUA NASCIMENTO SILVA,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,142.666666,2760490.94,2760490.94,COMPRA E VENDA,2023,01,9
14522341,077768,RUA NASCIMENTO SILVA,025,Ipanema                   ,4,RESIDENCIAL,APARTAMENTO,100,136.25,2551528.825,2551528.825,COMPRA E VENDA,2023,01,12
14522342,078774,RUA PAUL REDFERN,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,41,675001.94,675001.94,COMPRA E VENDA,2023,01,8
14522343,078774,RUA PAUL REDFERN,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,180.5,3688506.53,3688506.53,COMPRA E VENDA,2023,01,11
14522344,079921,RUA PRUDENTE DE MORAIS,025,Ipanema                   ,7,RESIDENCIAL,APARTAMENTO,100,176.285714,3273305.782857,3273305.782857,COMPRA E VENDA,2023,01,6
14522345,079921,RUA PRUDENTE DE MORAIS,025,Ipanema                   ,6,RESIDENCIAL,APARTAMENTO,91.666666,144.833333,2318103.755,2451852.9,COMPRA E VENDA,2023,01,9
14522346,079921,RUA PRUDENTE DE MORAIS,025,Ipanema                   ,30,RESIDENCIAL,APARTAMENTO,100,81.466666,2012029.373333,2012029.373333,COMPRA E VENDA,2023,01,12
14522347,080010,AVN RAINHA ELISABETH,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,66.665,198.5,2164433.285,2751251.345,COMPRA E VENDA,2023,01,3
14522348,080010,AVN RAINHA ELISABETH,025,Ipanema                   ,5,RESIDENCIAL,APARTAMENTO,86.666,103.8,1256193.664,1424199.22,COMPRA E VENDA,2023,01,10
14522349,080143,RUA REDENTOR,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,88.89,177.666666,4020987.923333,4317518.703333,COMPRA E VENDA,2023,01,10
14522350,083360,AVN VIEIRA SOUTO,025,Ipanema                   ,6,RESIDENCIAL,APARTAMENTO,97.618333,242,9547885.673333,9728648.671666,COMPRA E VENDA,2023,01,7
14522351,083683,RUA VISC DE PIRAJA,025,Ipanema                   ,7,RESIDENCIAL,APARTAMENTO,96.428571,71.571428,1044716.188571,1094610.22,COMPRA E VENDA,2023,01,1
14522352,083683,RUA VISC DE PIRAJA,025,Ipanema                   ,13,RESIDENCIAL,APARTAMENTO,100,80.923076,1172030.95923,1172030.95923,COMPRA E VENDA,2023,01,4
14522353,083683,RUA VISC DE PIRAJA,025,Ipanema                   ,11,RESIDENCIAL,APARTAMENTO,100,81.363636,1267999.105454,1267999.105454,COMPRA E VENDA,2023,01,7
14522354,083683,RUA VISC DE PIRAJA,025,Ipanema                   ,8,RESIDENCIAL,APARTAMENTO,100,87.375,1280962.66625,1280962.66625,COMPRA E VENDA,2023,01,10
14522355,003368,RUA GILBERTO CARDOSO,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,37.5,108.333333,423141.006666,1498222.306666,COMPRA E VENDA,2023,01,12
14522356,060939,RUA PROF AZEVEDO MARQUES,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,76,1493946.45,1493946.45,COMPRA E VENDA,2023,01,5
14522357,064048,RUA JOSE LINHARES,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,75,1221954.54,1221954.54,COMPRA E VENDA,2023,01,1
14522358,064048,RUA JOSE LINHARES,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,110,2179604.83,2179604.83,COMPRA E VENDA,2023,01,8
14522359,065433,RUA RAINHA GUILHERMINA,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,130.5,3768586.47,3768586.47,COMPRA E VENDA,2023,01,6
14522360,065433,RUA RAINHA GUILHERMINA,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,76.5,1446176.66,1446176.66,COMPRA E VENDA,2023,01,9
14522361,065433,RUA RAINHA GUILHERMINA,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,57.45,159.5,2431808.605,3634385.15,COMPRA E VENDA,2023,01,12
14522362,066472,RUA BARAO DA TORRE,025,Ipanema                   ,7,RESIDENCIAL,APARTAMENTO,92.857142,87.857142,1098645.697142,1162881.697142,COMPRA E VENDA,2023,01,4
14522363,066472,RUA BARAO DA TORRE,025,Ipanema                   ,6,RESIDENCIAL,APARTAMENTO,73.958333,109.833333,1160628.235,1612895.455,COMPRA E VENDA,2023,01,7
14522364,067512,RUA CANNING,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,136.5,1891857.905,1891857.905,COMPRA E VENDA,2023,01,7
14522365,069542,RUA JANGADEIROS,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,75,69.5,838515.785,963253.67,COMPRA E VENDA,2023,01,3
14522366,071282,RUA FARME DE AMOEDO,025,Ipanema                   ,4,RESIDENCIAL,APARTAMENTO,100,65.25,1725286.88,1725286.88,COMPRA E VENDA,2023,01,5
14522367,072132,RUA FRANCISCO OTAVIANO,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,298.5,5289412.52,5289412.52,COMPRA E VENDA,2023,01,6
14522368,072819,RUA GOMES CARNEIRO,025,Ipanema                   ,5,RESIDENCIAL,APARTAMENTO,100,52.8,845400.902,845400.902,COMPRA E VENDA,2023,01,4
14522369,072819,RUA GOMES CARNEIRO,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,156,2609776.145,2609776.145,COMPRA E VENDA,2023,01,11
14522370,074294,RUA JOANA ANGELICA,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,79,1261770.635,1261770.635,COMPRA E VENDA,2023,01,2
14522371,074294,RUA JOANA ANGELICA,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,130,2957919.94,2957919.94,COMPRA E VENDA,2023,01,12
14522372,074666,RUA JOAQUIM NABUCO,025,Ipanema                   ,4,RESIDENCIAL,APARTAMENTO,87.5,85.75,1194714.2725,1375095.99,COMPRA E VENDA,2023,01,5
14522373,074666,RUA JOAQUIM NABUCO,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,98.5,1586520.155,1586520.155,COMPRA E VENDA,2023,01,8
14522374,076471,RUA MARIA QUITERIA,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,87.5,203,3119275.58,3988742.945,COMPRA E VENDA,2023,01,7
14522375,077495,RUA VINICIUS DE MORAES,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,121.5,2296269.005,2296269.005,COMPRA E VENDA,2023,01,11
14522376,077768,RUA NASCIMENTO SILVA,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,87.666666,1622491.69,1622491.69,COMPRA E VENDA,2023,01,1
14522377,077768,RUA NASCIMENTO SILVA,025,Ipanema                   ,5,RESIDENCIAL,APARTAMENTO,100,126.6,1811514.086,1811514.086,COMPRA E VENDA,2023,01,4
14522378,077768,RUA NASCIMENTO SILVA,025,Ipanema                   ,5,RESIDENCIAL,APARTAMENTO,100,117.6,1496069.34,1496069.34,COMPRA E VENDA,2023,01,7
14522379,077768,RUA NASCIMENTO SILVA,025,Ipanema                   ,7,RESIDENCIAL,APARTAMENTO,92.857142,101.857142,1745563.744285,1817595.954285,COMPRA E VENDA,2023,01,10
14522380,079921,RUA PRUDENTE DE MORAIS,025,Ipanema                   ,9,RESIDENCIAL,APARTAMENTO,100,116.444444,2272476.29,2272476.29,COMPRA E VENDA,2023,01,1
14522381,079921,RUA PRUDENTE DE MORAIS,025,Ipanema                   ,7,RESIDENCIAL,APARTAMENTO,90.475714,183.285714,2957688.454285,3255170.211428,COMPRA E VENDA,2023,01,4
14522382,079921,RUA PRUDENTE DE MORAIS,025,Ipanema                   ,4,RESIDENCIAL,APARTAMENTO,87.5,112.25,2066174,2111072.9075,COMPRA E VENDA,2023,01,7
14522383,079921,RUA PRUDENTE DE MORAIS,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,75,99.333333,1211394.23,1863329.263333,COMPRA E VENDA,2023,01,11
14522384,080010,AVN RAINHA ELISABETH,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,139.5,1817015.185,1817015.185,COMPRA E VENDA,2023,01,5
14522385,080010,AVN RAINHA ELISABETH,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,94,1225665.226666,1225665.226666,COMPRA E VENDA,2023,01,8
14522386,080143,RUA REDENTOR,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,168.333333,3204730.976666,3204730.976666,COMPRA E VENDA,2023,01,5
14522387,083360,AVN VIEIRA SOUTO,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,417.5,16251047.885,16251047.885,COMPRA E VENDA,2023,01,6
14522388,083360,AVN VIEIRA SOUTO,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,242.666666,8486983.776666,8486983.776666,COMPRA E VENDA,2023,01,12
14522389,083683,RUA VISC DE PIRAJA,025,Ipanema                   ,8,RESIDENCIAL,APARTAMENTO,95.8325,103.25,1552872.825,1615572.73625,COMPRA E VENDA,2023,01,2
14522390,069799,RUA DOMINGOS FERREIRA,024,Copacabana                ,5,RESIDENCIAL,APARTAMENTO,100,128.4,1377021.046,1377021.046,COMPRA E VENDA,2023,01,5
14522391,069799,RUA DOMINGOS FERREIRA,024,Copacabana                ,7,RESIDENCIAL,APARTAMENTO,100,94.714285,1049108.4,1049108.4,COMPRA E VENDA,2023,01,8
14522392,070490,RUA DUVIVIER,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,70,67.333333,491359.57,687148.45,COMPRA E VENDA,2023,01,3
14522393,071118,PRC EUGENIO JARDIM,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,195,1990549.26,1990549.26,COMPRA E VENDA,2023,01,5
14522394,071787,RUA FIGUEIREDO DE MAGALHAES,024,Copacabana                ,10,RESIDENCIAL,APARTAMENTO,80,77.4,487272.576,718242.685,COMPRA E VENDA,2023,01,3
14522395,071787,RUA FIGUEIREDO DE MAGALHAES,024,Copacabana                ,7,RESIDENCIAL,APARTAMENTO,100,103.714285,986388.495714,986388.495714,COMPRA E VENDA,2023,01,6
14522396,071787,RUA FIGUEIREDO DE MAGALHAES,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,109.25,1016449.2675,1016449.2675,COMPRA E VENDA,2023,01,9
14522397,072132,RUA FRANCISCO OTAVIANO,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,81,1058465.68,1058465.68,COMPRA E VENDA,2023,01,2
14522398,072132,RUA FRANCISCO OTAVIANO,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,100,78.666666,1256062.536666,1256062.536666,COMPRA E VENDA,2023,01,8
14522399,072934,AVN PRADO JUNIOR,024,Copacabana                ,8,RESIDENCIAL,APARTAMENTO,100,41.125,365374.535,365374.535,COMPRA E VENDA,2023,01,5
14522400,072934,AVN PRADO JUNIOR,024,Copacabana                ,6,RESIDENCIAL,APARTAMENTO,100,37,366668.981666,366668.981666,COMPRA E VENDA,2023,01,8
14522401,072934,AVN PRADO JUNIOR,024,Copacabana                ,6,RESIDENCIAL,APARTAMENTO,91.666666,47.833333,376475.523333,447328.601666,COMPRA E VENDA,2023,01,11
14522402,072934,AVN PRADO JUNIOR,024,Copacabana                ,3,RESIDENCIAL,SALA,100,33.333333,165401.546666,165401.546666,COMPRA E VENDA,2023,01,11
