objectid,cl,logradouro,codbairro,bairro,total_transações,uso,principais_tipologias,média_percentual_transferido,média_área_construída,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação,cd_utilizacao,mês_transação
14427758,107276,AVN BORGES DE MEDEIROS,027,Lagoa                     ,2,RESIDENCIAL,APARTAMENTO,100,140.5,2189740.995,2189740.995,COMPRA E VENDA,2023,01,12
14427759,068908,RUA CORCOVADO,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,100,123,1279059.605,1279059.605,COMPRA E VENDA,2023,01,7
14427760,071126,RUA EURICO CRUZ,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,100,141,2623997.645,2623997.645,COMPRA E VENDA,2023,01,11
14427761,074179,RUA JARDIM BOTANICO,028,Jardim Botânico           ,6,RESIDENCIAL,APARTAMENTO,100,94.166666,1240425.106666,1240425.106666,COMPRA E VENDA,2023,01,9
14427762,074179,RUA JARDIM BOTANICO,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,100,108.5,1500626.755,1500626.755,COMPRA E VENDA,2023,01,12
14427763,075481,RUA LOPES QUINTAS,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,100,118,1782623.145,1782623.145,COMPRA E VENDA,2023,01,2
14427764,075481,RUA LOPES QUINTAS,028,Jardim Botânico           ,3,RESIDENCIAL,APARTAMENTO,100,136.333333,2259580.883333,2259580.883333,COMPRA E VENDA,2023,01,5
14427765,076372,RUA MARIA ANGELICA,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,100,72,1233226.69,1233226.69,COMPRA E VENDA,2023,01,3
14427766,078386,RUA PACHECO LEAO,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,100,152,1246490.93,1246490.93,COMPRA E VENDA,2023,01,7
14427767,078386,RUA PACHECO LEAO,028,Jardim Botânico           ,2,RESIDENCIAL,CASA,75,251,1225911.005,1628061.71,COMPRA E VENDA,2023,01,10
14427768,084103,RUA ITAIPAVA,028,Jardim Botânico           ,3,RESIDENCIAL,APARTAMENTO,100,74,1051944.43,1051944.43,COMPRA E VENDA,2023,01,9
14427769,086249,RUA PIO CORREIA,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,75,72,578362.515,764398.41,COMPRA E VENDA,2023,01,11
14427770,065755,RUA ARTUR ARARIPE,029,Gávea                     ,3,RESIDENCIAL,APARTAMENTO,100,120.666666,1319140.776666,1319140.776666,COMPRA E VENDA,2023,01,5
14427771,076711,RUA MARQ DE SAO VICENTE,029,Gávea                     ,5,RESIDENCIAL,APARTAMENTO,80.778,70.6,677062.818,792721.69,COMPRA E VENDA,2023,01,8
14427772,076711,RUA MARQ DE SAO VICENTE,029,Gávea                     ,4,RESIDENCIAL,APARTAMENTO,100,83.75,1206173.695,1206173.695,COMPRA E VENDA,2023,01,11
14427773,080184,RUA GAL RABELO,029,Gávea                     ,3,RESIDENCIAL,APARTAMENTO,100,98,1176624.396666,1176624.396666,COMPRA E VENDA,2023,01,12
14427774,104935,RUA PROF GASTAO BAHIANA,027,Lagoa                     ,2,RESIDENCIAL,APARTAMENTO,100,102.5,1071780.57,1071780.57,COMPRA E VENDA,2023,01,5
14427775,104935,RUA PROF GASTAO BAHIANA,027,Lagoa                     ,2,RESIDENCIAL,APARTAMENTO,62.5,163.5,934497.205,2167782.55,COMPRA E VENDA,2023,01,11
14427776,107276,AVN BORGES DE MEDEIROS,027,Lagoa                     ,3,RESIDENCIAL,APARTAMENTO,83.333333,148.666666,1942242.693333,2169695.38,COMPRA E VENDA,2023,01,10
14427777,068908,RUA CORCOVADO,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,100,262.5,3322491.335,3322491.335,COMPRA E VENDA,2023,01,8
14427778,071126,RUA EURICO CRUZ,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,100,146,1842951.65,1842951.65,COMPRA E VENDA,2023,01,4
14427779,074179,RUA JARDIM BOTANICO,028,Jardim Botânico           ,6,RESIDENCIAL,APARTAMENTO,100,73.666666,866713.723333,866713.723333,COMPRA E VENDA,2023,01,5
14427780,074179,RUA JARDIM BOTANICO,028,Jardim Botânico           ,4,RESIDENCIAL,APARTAMENTO,100,74.75,1013196.8975,1013196.8975,COMPRA E VENDA,2023,01,8
14427781,075481,RUA LOPES QUINTAS,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,75,84.5,1011098.555,1262919.53,COMPRA E VENDA,2023,01,3
14427782,075481,RUA LOPES QUINTAS,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,100,97.5,1427904.24,1427904.24,COMPRA E VENDA,2023,01,6
14427783,075481,RUA LOPES QUINTAS,028,Jardim Botânico           ,5,RESIDENCIAL,APARTAMENTO,100,102.4,1347221.654,1347221.654,COMPRA E VENDA,2023,01,9
14427784,064063,RUA DAS ACACIAS,029,Gávea                     ,2,RESIDENCIAL,CASA,75,179,1140869.655,1761428.415,COMPRA E VENDA,2023,01,8
14427785,065755,RUA ARTUR ARARIPE,029,Gávea                     ,3,RESIDENCIAL,APARTAMENTO,100,126.333333,1763054.3,1763054.3,COMPRA E VENDA,2023,01,8
14427786,076711,RUA MARQ DE SAO VICENTE,029,Gávea                     ,2,RESIDENCIAL,APARTAMENTO,100,96.5,1398638.79,1398638.79,COMPRA E VENDA,2023,01,4
14427787,076711,RUA MARQ DE SAO VICENTE,029,Gávea                     ,3,RESIDENCIAL,APARTAMENTO,75,80,991216.203333,1218670.043333,COMPRA E VENDA,2023,01,7
14427788,076711,RUA MARQ DE SAO VICENTE,029,Gávea                     ,10,RESIDENCIAL,APARTAMENTO,80.666,104,1049494.101,1666721.005,COMPRA E VENDA,2023,01,10
14427789,078139,AVN PADRE LEONEL FRANCA,029,Gávea                     ,3,RESIDENCIAL,APARTAMENTO,100,59.666666,575288.66,575288.66,COMPRA E VENDA,2023,01,11
14427790,080986,PRC SANTOS DUMONT,029,Gávea                     ,3,RESIDENCIAL,APARTAMENTO,100,76,801600.76,801600.76,COMPRA E VENDA,2023,01,5
14427791,080986,PRC SANTOS DUMONT,029,Gávea                     ,3,RESIDENCIAL,APARTAMENTO,83.333333,72.333333,653093.233333,787926.076666,COMPRA E VENDA,2023,01,8
14427792,150250,RUA VCGOVE RUBENS BERARDO,029,Gávea                     ,2,RESIDENCIAL,APARTAMENTO,100,98.5,1331145.885,1331145.885,COMPRA E VENDA,2023,01,8
14427793,072447,ETR DA GAVEA,031,São Conrado               ,4,RESIDENCIAL,APARTAMENTO,100,159,1393035.155,1393035.155,COMPRA E VENDA,2023,01,3
14427794,072447,ETR DA GAVEA,031,São Conrado               ,2,RESIDENCIAL,APARTAMENTO,100,186.5,1671059.6,1671059.6,COMPRA E VENDA,2023,01,10
14427795,077891,AVN NIEMEYER,031,São Conrado               ,3,RESIDENCIAL,APARTAMENTO,93.333333,107.333333,941406.653333,1002133.43,COMPRA E VENDA,2023,01,1
14427796,077891,AVN NIEMEYER,031,São Conrado               ,2,RESIDENCIAL,APARTAMENTO,75,104.5,664253.505,907950.81,COMPRA E VENDA,2023,01,4
14427797,144733,AVN AQUARELA DO BRASIL,031,São Conrado               ,2,RESIDENCIAL,APARTAMENTO,100,120.5,1058215.325,1058215.325,COMPRA E VENDA,2023,01,7
14427798,144733,AVN AQUARELA DO BRASIL,031,São Conrado               ,2,RESIDENCIAL,APARTAMENTO,100,123,1202016.625,1202016.625,COMPRA E VENDA,2023,01,10
14427799,151662,AVN PREF MENDES DE MORAIS,031,São Conrado               ,3,RESIDENCIAL,APARTAMENTO,73.333333,253.333333,3549834.67,5014026.656666,COMPRA E VENDA,2023,01,6
14427800,080747,RUA SANTA AMELIA,032,Praça da Bandeira         ,2,RESIDENCIAL,APARTAMENTO,100,66,317325.93,317325.93,COMPRA E VENDA,2023,01,4
14427801,080747,RUA SANTA AMELIA,032,Praça da Bandeira         ,2,RESIDENCIAL,APARTAMENTO,100,57,289977.19,289977.19,COMPRA E VENDA,2023,01,7
14427802,067520,ETR DA CANOA,031,São Conrado               ,2,RESIDENCIAL,APARTAMENTO,100,29,150966.57,150966.57,COMPRA E VENDA,2023,01,6
14427803,072447,ETR DA GAVEA,031,São Conrado               ,2,RESIDENCIAL,APARTAMENTO,100,69,667359.61,667359.61,COMPRA E VENDA,2023,01,2
14427804,072447,ETR DA GAVEA,031,São Conrado               ,4,RESIDENCIAL,APARTAMENTO,100,126.25,1073234.7925,1073234.7925,COMPRA E VENDA,2023,01,11
14427805,077891,AVN NIEMEYER,031,São Conrado               ,2,RESIDENCIAL,APARTAMENTO,100,149,1311127.96,1311127.96,COMPRA E VENDA,2023,01,3
14427806,077891,AVN NIEMEYER,031,São Conrado               ,2,RESIDENCIAL,APARTAMENTO,100,158,1618352.455,1618352.455,COMPRA E VENDA,2023,01,6
14427807,077891,AVN NIEMEYER,031,São Conrado               ,2,RESIDENCIAL,APARTAMENTO,100,100.5,852673.13,852673.13,COMPRA E VENDA,2023,01,9
14427808,144733,AVN AQUARELA DO BRASIL,031,São Conrado               ,5,RESIDENCIAL,APARTAMENTO,100,130.4,1245861.21,1245861.21,COMPRA E VENDA,2023,01,5
14427809,151662,AVN PREF MENDES DE MORAIS,031,São Conrado               ,4,RESIDENCIAL,APARTAMENTO,87.5,326.5,7812796,8147355.9975,COMPRA E VENDA,2023,01,8
14427810,076984,RUA DO MATOSO,032,Praça da Bandeira         ,2,RESIDENCIAL,APARTAMENTO,100,50,285424.97,285424.97,COMPRA E VENDA,2023,01,5
14427811,078576,RUA PARAIBA,032,Praça da Bandeira         ,2,RESIDENCIAL,APARTAMENTO,100,75.5,437149.425,437149.425,COMPRA E VENDA,2023,01,11
14427812,080747,RUA SANTA AMELIA,032,Praça da Bandeira         ,2,RESIDENCIAL,APARTAMENTO,75,60,237612.37,320664.08,COMPRA E VENDA,2023,01,2
14427813,080747,RUA SANTA AMELIA,032,Praça da Bandeira         ,2,RESIDENCIAL,APARTAMENTO,100,67,353790.94,353790.94,COMPRA E VENDA,2023,01,9
14427814,080747,RUA SANTA AMELIA,032,Praça da Bandeira         ,2,RESIDENCIAL,APARTAMENTO,62.5,61,184793.98,326263.42,COMPRA E VENDA,2023,01,12
14427815,038349,RUA SAO MIGUEL,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,68,201638.89,201638.89,COMPRA E VENDA,2023,01,3
14427816,038349,RUA SAO MIGUEL,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,62,219331.016666,219331.016666,COMPRA E VENDA,2023,01,9
14427817,061556,RUA MARIZ E BARROS,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,100,88.6,485125.646,485125.646,COMPRA E VENDA,2023,01,4
14427818,061556,RUA MARIZ E BARROS,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,79.5,476364.32,476364.32,COMPRA E VENDA,2023,01,7
14427819,064220,RUA AFONSO PENA,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,113.25,743245.8425,743245.8425,COMPRA E VENDA,2023,01,9
14427820,064220,RUA AFONSO PENA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,83.335,117,740999.5,886376.33,COMPRA E VENDA,2023,01,12
14427821,064287,RUA AGUIAR,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,101,488698.185,488698.185,COMPRA E VENDA,2023,01,7
14427822,064287,RUA AGUIAR,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,94.5,569542.705,569542.705,COMPRA E VENDA,2023,01,10
14427823,064451,RUA ALFREDO PINTO,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,80.25,583344.765,583344.765,COMPRA E VENDA,2023,01,11
14427824,064592,RUA ALMTE COCHRANE,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,93,411418.54,411418.54,COMPRA E VENDA,2023,01,8
14427825,064592,RUA ALMTE COCHRANE,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,99,696262.49,696262.49,COMPRA E VENDA,2023,01,11
14427826,064907,RUA ALZIRA BRANDAO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,85,432212.955,432212.955,COMPRA E VENDA,2023,01,10
14427827,065094,RUA ANDRADE NEVES,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,92,627696.646666,627696.646666,COMPRA E VENDA,2023,01,10
14427828,065177,RUA ANGELO AGOSTINI,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,169,1170992.82,1170992.82,COMPRA E VENDA,2023,01,3
14427829,065334,RUA ANTONIO BASILIO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,88,463186.965,463186.965,COMPRA E VENDA,2023,01,1
14427830,087692,AVN RODRIGO OTAVIO,029,Gávea                     ,2,RESIDENCIAL,APARTAMENTO,100,64,717383.63,717383.63,COMPRA E VENDA,2023,01,5
14427831,159244,RUA PROF MANOEL FERREIRA,029,Gávea                     ,2,RESIDENCIAL,APARTAMENTO,100,108,1487017.44,1487017.44,COMPRA E VENDA,2023,01,9
14427832,159244,RUA PROF MANOEL FERREIRA,029,Gávea                     ,3,RESIDENCIAL,APARTAMENTO,100,90,1240658.64,1240658.64,COMPRA E VENDA,2023,01,12
14427833,072447,ETR DA GAVEA,031,São Conrado               ,4,RESIDENCIAL,APARTAMENTO,93.75,121.75,836791.8275,930727.65,COMPRA E VENDA,2023,01,1
14427834,072447,ETR DA GAVEA,031,São Conrado               ,4,RESIDENCIAL,APARTAMENTO,100,140,1130638.2525,1130638.2525,COMPRA E VENDA,2023,01,7
14427835,144733,AVN AQUARELA DO BRASIL,031,São Conrado               ,4,RESIDENCIAL,APARTAMENTO,87.5,101.25,945139.6375,1050026.905,COMPRA E VENDA,2023,01,8
14427836,144998,RUA GAL OLYMPIO MOURAO FILHO,031,São Conrado               ,2,RESIDENCIAL,APARTAMENTO,100,101,696730.01,696730.01,COMPRA E VENDA,2023,01,6
14427837,151662,AVN PREF MENDES DE MORAIS,031,São Conrado               ,2,RESIDENCIAL,APARTAMENTO,100,194,4072448.01,4072448.01,COMPRA E VENDA,2023,01,9
14427838,151662,AVN PREF MENDES DE MORAIS,031,São Conrado               ,3,RESIDENCIAL,APARTAMENTO,82.666666,308,5519706.46,6232874.673333,COMPRA E VENDA,2023,01,12
14427839,076984,RUA DO MATOSO,032,Praça da Bandeira         ,2,RESIDENCIAL,APARTAMENTO,100,65,419614.24,419614.24,COMPRA E VENDA,2023,01,6
14427840,076984,RUA DO MATOSO,032,Praça da Bandeira         ,2,RESIDENCIAL,APARTAMENTO,75,30,90741.43,123149.08,COMPRA E VENDA,2023,01,9
14427841,078543,RUA PARA,032,Praça da Bandeira         ,2,RESIDENCIAL,APARTAMENTO,100,89,528754.925,528754.925,COMPRA E VENDA,2023,01,6
14427842,080747,RUA SANTA AMELIA,032,Praça da Bandeira         ,2,RESIDENCIAL,APARTAMENTO,100,79,402589.685,402589.685,COMPRA E VENDA,2023,01,1
14427843,080747,RUA SANTA AMELIA,032,Praça da Bandeira         ,2,RESIDENCIAL,APARTAMENTO,75,71.5,285285.01,379128.77,COMPRA E VENDA,2023,01,5
14427844,080747,RUA SANTA AMELIA,032,Praça da Bandeira         ,2,RESIDENCIAL,APARTAMENTO,100,69,357544.69,357544.69,COMPRA E VENDA,2023,01,8
14427845,011395,RUA AMOROSO COSTA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,58,204229.525,204229.525,COMPRA E VENDA,2023,01,1
14427846,038349,RUA SAO MIGUEL,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,100,64.6,228385.432,228385.432,COMPRA E VENDA,2023,01,5
14427847,061556,RUA MARIZ E BARROS,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,52,250281.56,250281.56,COMPRA E VENDA,2023,01,3
14427848,064220,RUA AFONSO PENA,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,75.666666,424766.803333,424766.803333,COMPRA E VENDA,2023,01,8
14427849,064220,RUA AFONSO PENA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,88,551671.8,551671.8,COMPRA E VENDA,2023,01,11
14427850,064287,RUA AGUIAR,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,87.5,95.5,434633.75,510283.625,COMPRA E VENDA,2023,01,11
14427851,064592,RUA ALMTE COCHRANE,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,89,384905.415,384905.415,COMPRA E VENDA,2023,01,10
14427852,064907,RUA ALZIRA BRANDAO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,115.5,637274.545,637274.545,COMPRA E VENDA,2023,01,1
14427853,065094,RUA ANDRADE NEVES,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,112.5,706582.695,706582.695,COMPRA E VENDA,2023,01,3
14427854,065094,RUA ANDRADE NEVES,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,50.44,111,314109.37,676007.755,COMPRA E VENDA,2023,01,6
14427855,065094,RUA ANDRADE NEVES,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,104,716405.75,716405.75,COMPRA E VENDA,2023,01,9
14427856,065094,RUA ANDRADE NEVES,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,66.665,82.5,419929.94,543804.61,COMPRA E VENDA,2023,01,12
14427857,065334,RUA ANTONIO BASILIO,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,100,109.4,625249.728,625249.728,COMPRA E VENDA,2023,01,6
14427858,038349,RUA SAO MIGUEL,033,Tijuca                    ,6,RESIDENCIAL,APARTAMENTO,100,66.666666,210481.568333,210481.568333,COMPRA E VENDA,2023,01,4
14427859,061556,RUA MARIZ E BARROS,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,90,41.4,173271.848,192820.466,COMPRA E VENDA,2023,01,5
14427860,061556,RUA MARIZ E BARROS,033,Tijuca                    ,2,RESIDENCIAL,CASA,100,37.5,164018.41,164018.41,COMPRA E VENDA,2023,01,2
14427861,064220,RUA AFONSO PENA,033,Tijuca                    ,6,RESIDENCIAL,APARTAMENTO,100,87.5,508045.098333,508045.098333,COMPRA E VENDA,2023,01,7
14427862,064220,RUA AFONSO PENA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,60.5,417520.86,417520.86,COMPRA E VENDA,2023,01,10
14427863,064287,RUA AGUIAR,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,75.5,432818.155,432818.155,COMPRA E VENDA,2023,01,2
14427864,064287,RUA AGUIAR,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,91.665,93.5,399011.06,462488.13,COMPRA E VENDA,2023,01,8
14427865,064287,RUA AGUIAR,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,80.333333,417217.47,417217.47,COMPRA E VENDA,2023,01,12
14427866,064592,RUA ALMTE COCHRANE,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,112,568962.32,568962.32,COMPRA E VENDA,2023,01,3
14427867,064592,RUA ALMTE COCHRANE,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,50.333333,88.666666,191437.146666,438722.383333,COMPRA E VENDA,2023,01,6
14427868,065334,RUA ANTONIO BASILIO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,123,965630.725,965630.725,COMPRA E VENDA,2023,01,2
14427869,065334,RUA ANTONIO BASILIO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,80,100,388313.825,537533.71,COMPRA E VENDA,2023,01,9
14427870,065334,RUA ANTONIO BASILIO,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,103.333333,578618.176666,578618.176666,COMPRA E VENDA,2023,01,12
14427871,065631,RUA ARAUJO PENA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,72.5,381628.405,381628.405,COMPRA E VENDA,2023,01,3
14427872,065631,RUA ARAUJO PENA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,73,427209.965,427209.965,COMPRA E VENDA,2023,01,6
14427873,065656,RUA DOS ARAUJOS,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,75.333333,314885.356666,314885.356666,COMPRA E VENDA,2023,01,5
14427874,066357,RUA BARAO DE ITAPAGIPE,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,58.5,202960.85,202960.85,COMPRA E VENDA,2023,01,2
14427875,066357,RUA BARAO DE ITAPAGIPE,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,57,221923.896666,221923.896666,COMPRA E VENDA,2023,01,5
14427876,066381,RUA BARAO DE MESQUITA,033,Tijuca                    ,6,RESIDENCIAL,APARTAMENTO,100,88.5,634053.581666,634053.581666,COMPRA E VENDA,2023,01,3
14427877,066381,RUA BARAO DE MESQUITA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,80.5,367259.405,367259.405,COMPRA E VENDA,2023,01,6
14427878,066431,RUA BARAO DE PIRASSINUNGA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,92.5,374897.14,374897.14,COMPRA E VENDA,2023,01,8
14427879,066928,RUA DO BISPO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,72,290680.435,290680.435,COMPRA E VENDA,2023,01,6
14427880,067017,RUA BOM PASTOR,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,66,360302.546666,360302.546666,COMPRA E VENDA,2023,01,6
14427881,067017,RUA BOM PASTOR,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,109.25,568425.495,568425.495,COMPRA E VENDA,2023,01,9
14427882,067413,RUA CAMPOS SALES,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,90,82.2,402770.668,430760.736,COMPRA E VENDA,2023,01,3
14427883,067413,RUA CAMPOS SALES,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,104.666666,577770.303333,577770.303333,COMPRA E VENDA,2023,01,9
14427884,067819,RUA CARLOS DE LAET,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,100,100.4,860794.702,860794.702,COMPRA E VENDA,2023,01,8
14427885,067850,RUA CARLOS DE VASCONCELOS,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,80,441619.72,441619.72,COMPRA E VENDA,2023,01,8
14427886,074666,RUA JOAQUIM NABUCO,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,83.5,1325595.905,1325595.905,COMPRA E VENDA,2023,01,1
14427887,074666,RUA JOAQUIM NABUCO,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,73.333333,169.666666,2166817.95,2846954.896666,COMPRA E VENDA,2023,01,4
14427888,074666,RUA JOAQUIM NABUCO,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,75,82.5,1779486.665,1905334.385,COMPRA E VENDA,2023,01,7
14427889,077495,RUA VINICIUS DE MORAES,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,80,1796583.495,1796583.495,COMPRA E VENDA,2023,01,7
14427890,077768,RUA NASCIMENTO SILVA,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,150.666666,2928672.45,2928672.45,COMPRA E VENDA,2023,01,5
14427891,077768,RUA NASCIMENTO SILVA,025,Ipanema                   ,6,RESIDENCIAL,APARTAMENTO,100,72.833333,1099927.838333,1099927.838333,COMPRA E VENDA,2023,01,8
14427892,077768,RUA NASCIMENTO SILVA,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,213.333333,4346115.733333,4346115.733333,COMPRA E VENDA,2023,01,11
14427893,079921,RUA PRUDENTE DE MORAIS,025,Ipanema                   ,14,RESIDENCIAL,APARTAMENTO,91.785714,155.071428,2916162.521428,3219600.873571,COMPRA E VENDA,2023,01,2
14427894,079921,RUA PRUDENTE DE MORAIS,025,Ipanema                   ,5,RESIDENCIAL,APARTAMENTO,90,123.8,2144250.386,2241075.862,COMPRA E VENDA,2023,01,5
14427895,079921,RUA PRUDENTE DE MORAIS,025,Ipanema                   ,14,RESIDENCIAL,APARTAMENTO,100,122.214285,2237139.585714,2237139.585714,COMPRA E VENDA,2023,01,8
14427896,080010,AVN RAINHA ELISABETH,025,Ipanema                   ,4,RESIDENCIAL,APARTAMENTO,78.125,116.25,1334435.4975,1580013.1725,COMPRA E VENDA,2023,01,6
14427897,080010,AVN RAINHA ELISABETH,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,135.5,1975016.515,1975016.515,COMPRA E VENDA,2023,01,9
14427898,080010,AVN RAINHA ELISABETH,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,120,1785137.735,1785137.735,COMPRA E VENDA,2023,01,12
14427899,083360,AVN VIEIRA SOUTO,025,Ipanema                   ,4,RESIDENCIAL,APARTAMENTO,87.5,163.5,4989601.96,5894425.8375,COMPRA E VENDA,2023,01,3
14427900,083360,AVN VIEIRA SOUTO,025,Ipanema                   ,4,RESIDENCIAL,APARTAMENTO,100,266.75,9482014.5975,9482014.5975,COMPRA E VENDA,2023,01,10
14427901,083683,RUA VISC DE PIRAJA,025,Ipanema                   ,17,RESIDENCIAL,APARTAMENTO,100,78.823529,1229462.13647,1229462.13647,COMPRA E VENDA,2023,01,3
14427902,083683,RUA VISC DE PIRAJA,025,Ipanema                   ,19,RESIDENCIAL,APARTAMENTO,97.767368,81,1196271.647894,1219086.388947,COMPRA E VENDA,2023,01,6
14427903,087866,RUA ANTONIO PARREIRAS,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,83,787345.25,787345.25,COMPRA E VENDA,2023,01,1
14427904,087866,RUA ANTONIO PARREIRAS,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,55,477774.543333,477774.543333,COMPRA E VENDA,2023,01,4
14427905,087866,RUA ANTONIO PARREIRAS,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,57,492299.405,492299.405,COMPRA E VENDA,2023,01,7
14427906,064048,RUA JOSE LINHARES,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,100,161.333333,5167047.83,5167047.83,COMPRA E VENDA,2023,01,10
14427907,065433,RUA RAINHA GUILHERMINA,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,116.5,3039343.21,3039343.21,COMPRA E VENDA,2023,01,8
14427908,065730,RUA ARISTIDES ESPINOLA,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,302.5,11851009.535,11851009.535,COMPRA E VENDA,2023,01,3
14427909,065730,RUA ARISTIDES ESPINOLA,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,100,93,2128327.223333,2128327.223333,COMPRA E VENDA,2023,01,12
14427910,065888,AVN ATAULFO DE PAIVA,026,Leblon                    ,7,RESIDENCIAL,APARTAMENTO,92.857142,79.142857,1147929.037142,1257510.725714,COMPRA E VENDA,2023,01,7
14427911,065888,AVN ATAULFO DE PAIVA,026,Leblon                    ,6,RESIDENCIAL,APARTAMENTO,100,80.333333,1294646.735,1294646.735,COMPRA E VENDA,2023,01,10
14427912,066647,AVN BARTOLOMEU MITRE,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,83.333333,90.333333,1196311.666666,1570017.95,COMPRA E VENDA,2023,01,6
14427913,066647,AVN BARTOLOMEU MITRE,026,Leblon                    ,5,RESIDENCIAL,APARTAMENTO,100,105.6,1995306.254,1995306.254,COMPRA E VENDA,2023,01,9
